season,celebrity_name,ballroom_partner,results,placement,week,judge_id,score
30,Iman Shumpert,Daniella Karagach,1st Place,1,1,4,5.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,2,1,7.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,2,2,6.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,2,3,6.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,2,4,6.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,3,1,7.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,3,2,6.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,3,3,6.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,3,4,
30,Iman Shumpert,Daniella Karagach,1st Place,1,4,1,8.5
30,Iman Shumpert,Daniella Karagach,1st Place,1,4,2,6.5
30,Iman Shumpert,Daniella Karagach,1st Place,1,4,3,8.5
30,Iman Shumpert,Daniella Karagach,1st Place,1,4,4,8.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,5,1,7.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,5,2,7.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,5,3,7.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,5,4,7.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,6,1,10.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,6,2,10.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,6,3,10.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,6,4,10.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,7,1,9.5
30,Iman Shumpert,Daniella Karagach,1st Place,1,7,2,7.5
30,Iman Shumpert,Daniella Karagach,1st Place,1,7,3,8.5
30,Iman Shumpert,Daniella Karagach,1st Place,1,7,4,8.5
30,Iman Shumpert,Daniella Karagach,1st Place,1,8,1,9.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,8,2,8.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,8,3,9.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,8,4,9.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,9,1,9.5
30,Iman Shumpert,Daniella Karagach,1st Place,1,9,2,9.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,9,3,10.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,9,4,9.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,10,1,10.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,10,2,10.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,10,3,10.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,10,4,10.0
30,Iman Shumpert,Daniella Karagach,1st Place,1,11,1,
30,Iman Shumpert,Daniella Karagach,1st Place,1,11,2,
30,Iman Shumpert,Daniella Karagach,1st Place,1,11,3,
30,Iman Shumpert,Daniella Karagach,1st Place,1,11,4,
30,Cody Rigsby,Cheryl Burke,3rd Place,3,1,1,6.0
30,Cody Rigsby,Cheryl Burke,3rd Place,3,1,2,6.0
30,Cody Rigsby,Cheryl Burke,3rd Place,3,1,3,6.0
30,Cody Rigsby,Cheryl Burke,3rd Place,3,1,4,6.0
30,Cody Rigsby,Cheryl Burke,3rd Place,3,2,1,6.0
30,Cody Rigsby,Cheryl Burke,3rd Place,3,2,2,6.0
30,Cody Rigsby,Cheryl Burke,3rd Place,3,2,3,6.0
30,Cody Rigsby,Cheryl Burke,3rd Place,3,2,4,6.0
30,Cody Rigsby,Cheryl Burke,3rd Place,3,3,1,6.0
30,Cody Rigsby,Cheryl Burke,3rd Place,3,3,2,6.0
30,Cody Rigsby,Cheryl Burke,3rd Place,3,3,3,6.0
30,Cody Rigsby,Cheryl Burke,3rd Place,3,3,4,
30,Cody Rigsby,Cheryl Burke,3rd Place,3,4,1,7.5
30,Cody Rigsby,Cheryl Burke,3rd Place,3,4,2,6.5
30,Cody Rigsby,Cheryl Burke,3rd Place,3,4,3,7.5
30,Cody Rigsby,Cheryl Burke,3rd Place,3,4,4,7.5
30,Cody Rigsby,Cheryl Burke,3rd Place,3,5,1,8.0
30,Cody Rigsby,Cheryl Burke,3rd Place,3,5,2,8.0
30,Cody Rigsby,Cheryl Burke,3rd Place,3,5,3,8.0
30,Cody Rigsby,Cheryl Burke,3rd Place,3,5,4,8.0
30,Cody Rigsby,Cheryl Burke,3rd Place,3,6,1,9.0
30,Cody Rigsby,Cheryl Burke,3rd Place,3,6,2,9.0
30,Cody Rigsby,Cheryl Burke,3rd Place,3,6,3,9.0
30,Cody Rigsby,Cheryl Burke,3rd Place,3,6,4,9.0
30,Cody Rigsby,Cheryl Burke,3rd Place,3,7,1,8.5
30,Cody Rigsby,Cheryl Burke,3rd Place,3,7,2,8.5
30,Cody Rigsby,Cheryl Burke,3rd Place,3,7,3,9.5
30,Cody Rigsby,Cheryl Burke,3rd Place,3,7,4,9.5
30,Cody Rigsby,Cheryl Burke,3rd Place,3,8,1,10.0
30,Cody Rigsby,Cheryl Burke,3rd Place,3,8,2,10.0
30,Cody Rigsby,Cheryl Burke,3rd Place,3,8,3,9.0
30,Cody Rigsby,Cheryl Burke,3rd Place,3,8,4,9.0
30,Cody Rigsby,Cheryl Burke,3rd Place,3,9,1,9.0
30,Cody Rigsby,Cheryl Burke,3rd Place,3,9,2,9.0
30,Cody Rigsby,Cheryl Burke,3rd Place,3,9,3,8.5
30,Cody Rigsby,Cheryl Burke,3rd Place,3,9,4,9.0
30,Cody Rigsby,Cheryl Burke,3rd Place,3,10,1,9.5
30,Cody Rigsby,Cheryl Burke,3rd Place,3,10,2,9.5
30,Cody Rigsby,Cheryl Burke,3rd Place,3,10,3,9.5
30,Cody Rigsby,Cheryl Burke,3rd Place,3,10,4,9.5
30,Cody Rigsby,Cheryl Burke,3rd Place,3,11,1,
30,Cody Rigsby,Cheryl Burke,3rd Place,3,11,2,
30,Cody Rigsby,Cheryl Burke,3rd Place,3,11,3,
30,Cody Rigsby,Cheryl Burke,3rd Place,3,11,4,
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,1,1,7.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,1,2,7.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,1,3,6.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,1,4,7.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,2,1,7.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,2,2,7.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,2,3,8.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,2,4,8.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,3,1,7.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,3,2,7.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,3,3,8.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,3,4,
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,4,1,8.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,4,2,8.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,4,3,8.5
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,4,4,8.5
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,5,1,9.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,5,2,9.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,5,3,9.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,5,4,9.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,6,1,0.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,6,2,0.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,6,3,0.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,6,4,0.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,7,1,0.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,7,2,0.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,7,3,0.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,7,4,0.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,8,1,0.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,8,2,0.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,8,3,0.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,8,4,0.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,9,1,0.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,9,2,0.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,9,3,0.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,9,4,0.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,10,1,0.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,10,2,0.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,10,3,0.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,10,4,0.0
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,11,1,
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,11,2,
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,11,3,
30,Melanie C,Gleb Savchenko,Eliminated Week 5,11,11,4,
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,1,1,6.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,1,2,5.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,1,3,6.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,1,4,5.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,2,1,7.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,2,2,6.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,2,3,7.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,2,4,7.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,3,1,6.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,3,2,6.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,3,3,8.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,3,4,
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,4,1,8.5
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,4,2,7.5
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,4,3,8.5
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,4,4,8.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,5,1,8.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,5,2,8.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,5,3,9.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,5,4,9.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,6,1,10.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,6,2,9.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,6,3,10.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,6,4,9.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,7,1,9.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,7,2,9.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,7,3,10.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,7,4,10.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,8,1,8.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,8,2,8.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,8,3,8.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,8,4,8.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,9,1,0.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,9,2,0.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,9,3,0.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,9,4,0.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,10,1,0.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,10,2,0.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,10,3,0.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,10,4,0.0
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,11,1,
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,11,2,
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,11,3,
30,Jimmie Allen,Emma Slater,Eliminated Week 8,7,11,4,
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,1,1,7.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,1,2,6.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,1,3,6.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,1,4,6.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,2,1,7.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,2,2,6.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,2,3,7.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,2,4,7.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,3,1,8.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,3,2,8.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,3,3,8.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,3,4,
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,4,1,8.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,4,2,9.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,4,3,9.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,4,4,9.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,5,1,9.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,5,2,9.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,5,3,9.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,5,4,9.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,6,1,9.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,6,2,9.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,6,3,9.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,6,4,9.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,7,1,11.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,7,2,9.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,7,3,11.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,7,4,11.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,8,1,9.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,8,2,9.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,8,3,9.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,8,4,9.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,9,1,0.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,9,2,0.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,9,3,0.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,9,4,0.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,10,1,0.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,10,2,0.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,10,3,0.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,10,4,0.0
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,11,1,
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,11,2,
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,11,3,
30,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,11,4,
30,JoJo Siwa,Jenna Johnson,2nd Place,2,1,1,8.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,1,2,7.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,1,3,7.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,1,4,7.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,2,1,8.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,2,2,8.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,2,3,7.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,2,4,8.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,3,1,8.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,3,2,8.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,3,3,8.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,3,4,
30,JoJo Siwa,Jenna Johnson,2nd Place,2,4,1,8.5
30,JoJo Siwa,Jenna Johnson,2nd Place,2,4,2,8.5
30,JoJo Siwa,Jenna Johnson,2nd Place,2,4,3,9.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,4,4,9.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,5,1,10.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,5,2,10.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,5,3,10.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,5,4,10.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,6,1,10.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,6,2,10.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,6,3,10.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,6,4,10.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,7,1,10.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,7,2,9.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,7,3,10.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,7,4,10.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,8,1,10.5
30,JoJo Siwa,Jenna Johnson,2nd Place,2,8,2,9.5
30,JoJo Siwa,Jenna Johnson,2nd Place,2,8,3,10.5
30,JoJo Siwa,Jenna Johnson,2nd Place,2,8,4,10.5
30,JoJo Siwa,Jenna Johnson,2nd Place,2,9,1,10.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,9,2,10.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,9,3,10.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,9,4,10.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,10,1,10.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,10,2,10.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,10,3,10.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,10,4,10.0
30,JoJo Siwa,Jenna Johnson,2nd Place,2,11,1,
30,JoJo Siwa,Jenna Johnson,2nd Place,2,11,2,
30,JoJo Siwa,Jenna Johnson,2nd Place,2,11,3,
30,JoJo Siwa,Jenna Johnson,2nd Place,2,11,4,
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,1,1,6.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,1,2,7.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,1,3,6.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,1,4,6.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,2,1,6.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,2,2,6.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,2,3,6.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,2,4,6.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,3,1,7.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,3,2,7.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,3,3,7.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,3,4,
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,4,1,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,4,2,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,4,3,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,4,4,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,5,1,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,5,2,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,5,3,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,5,4,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,6,1,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,6,2,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,6,3,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,6,4,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,7,1,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,7,2,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,7,3,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,7,4,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,8,1,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,8,2,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,8,3,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,8,4,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,9,1,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,9,2,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,9,3,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,9,4,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,10,1,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,10,2,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,10,3,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,10,4,0.0
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,11,1,
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,11,2,
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,11,3,
30,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,11,4,
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,1,1,7.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,1,2,6.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,1,3,6.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,1,4,7.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,2,1,6.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,2,2,6.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,2,3,6.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,2,4,6.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,3,1,7.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,3,2,7.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,3,3,7.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,3,4,
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,4,1,7.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,4,2,7.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,4,3,8.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,4,4,7.5
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,5,1,9.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,5,2,9.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,5,3,9.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,5,4,9.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,6,1,8.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,6,2,8.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,6,3,8.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,6,4,8.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,7,1,0.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,7,2,0.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,7,3,0.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,7,4,0.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,8,1,0.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,8,2,0.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,8,3,0.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,8,4,0.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,9,1,0.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,9,2,0.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,9,3,0.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,9,4,0.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,10,1,0.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,10,2,0.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,10,3,0.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,10,4,0.0
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,11,1,
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,11,2,
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,11,3,
30,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,11,4,
30,Amanda Kloots,Alan Bersten,4th Place,4,1,1,7.0
30,Amanda Kloots,Alan Bersten,4th Place,4,1,2,7.0
30,Amanda Kloots,Alan Bersten,4th Place,4,1,3,7.0
30,Amanda Kloots,Alan Bersten,4th Place,4,1,4,7.0
30,Amanda Kloots,Alan Bersten,4th Place,4,2,1,8.0
30,Amanda Kloots,Alan Bersten,4th Place,4,2,2,8.0
30,Amanda Kloots,Alan Bersten,4th Place,4,2,3,8.0
30,Amanda Kloots,Alan Bersten,4th Place,4,2,4,8.0
30,Amanda Kloots,Alan Bersten,4th Place,4,3,1,8.0
30,Amanda Kloots,Alan Bersten,4th Place,4,3,2,8.0
30,Amanda Kloots,Alan Bersten,4th Place,4,3,3,8.0
30,Amanda Kloots,Alan Bersten,4th Place,4,3,4,
30,Amanda Kloots,Alan Bersten,4th Place,4,4,1,8.5
30,Amanda Kloots,Alan Bersten,4th Place,4,4,2,8.5
30,Amanda Kloots,Alan Bersten,4th Place,4,4,3,8.5
30,Amanda Kloots,Alan Bersten,4th Place,4,4,4,8.5
30,Amanda Kloots,Alan Bersten,4th Place,4,5,1,10.0
30,Amanda Kloots,Alan Bersten,4th Place,4,5,2,10.0
30,Amanda Kloots,Alan Bersten,4th Place,4,5,3,9.0
30,Amanda Kloots,Alan Bersten,4th Place,4,5,4,10.0
