occ_code,occ_title,emp_2024,emp_2034,pct_change,annual_openings,labor_force_exits,occupational_transfers,total_separations,g_baseline,oews_occ_title,oews_emp,oews_a_mean,oews_h_mean,oews_a_median,oews_h_median,oews_a_pct10,oews_a_pct25,oews_a_pct75,oews_a_pct90,oews_oews_year
47-5041,        Continuous mining machine operators,14.9,15.0,0.6,1.6,0.5,1.1,10.7,0.0006691225777808452,Continuous Mining Machine Operators,14340.0,63920.0,30.73,63380.0,30.47,41450.0,50850.0,76850.0,84420.0,2024
47-5043,"        Roof bolters, mining",2.3,1.5,-34.2,0.1,0.1,0.1,10.7,-0.04184373790882767,"Roof Bolters, Mining",2230.0,74760.0,35.94,76640.0,36.85,50880.0,67110.0,80230.0,87420.0,2024
47-5044,"        Loading and moving machine operators, underground mining",6.4,5.0,-22.3,0.5,0.2,0.4,10.7,-0.024383800176555503,"Loading and Moving Machine Operators, Underground Mining",6130.0,68470.0,32.92,68860.0,33.11,48310.0,59130.0,76820.0,82900.0,2024
47-5049,"        Underground mining machine operators, all other",3.6,3.4,-6.1,0.4,0.1,0.2,10.7,-0.0056995370417669555,"Underground Mining Machine Operators, All Other",3480.0,67830.0,32.61,67220.0,32.32,46930.0,50660.0,80440.0,82750.0,2024
47-5051,"      Rock splitters, quarry",3.2,3.4,4.4,0.4,0.1,0.2,10.5,0.00608087609791208,"Rock Splitters, Quarry",3080.0,50540.0,24.3,47460.0,22.82,37240.0,39990.0,58290.0,68380.0,2024
47-5071,"      Roustabouts, oil and gas",46.0,47.1,2.5,4.3,1.1,3.1,9.0,0.002365954917814106,"Roustabouts, Oil and Gas",45330.0,49060.0,23.59,47510.0,22.84,35650.0,38330.0,57170.0,64010.0,2024
47-5081,      Helpers--extraction workers,7.0,6.9,-1.7,0.7,0.3,0.5,10.5,-0.0014378390627013404,Helpers--Extraction Workers,6720.0,50330.0,24.2,48400.0,23.27,35770.0,39980.0,57560.0,68240.0,2024
47-5099,"      Extraction workers, all other",6.3,6.4,1.4,0.7,0.2,0.4,10.5,0.0015760764017664908,"Extraction Workers, All Other",6070.0,54780.0,26.34,50110.0,24.09,35720.0,39120.0,65350.0,80780.0,2024
49-0000,"  Installation, maintenance, and repair occupations",6492.9,6794.3,4.6,608.1,250.6,327.3,8.7,0.004547785245492264,"Installation, Maintenance, and Repair Occupations",6045020.0,61640.0,29.63,58230.0,27.99,36190.0,45000.0,75100.0,94420.0,2024
49-1000,"    Supervisors of installation, maintenance, and repair workers",617.5,636.5,3.1,52.4,21.8,28.6,8.1,0.003035131662900259,"Supervisors of Installation, Maintenance, and Repair Workers",600680.0,82930.0,39.87,78300.0,37.64,48460.0,61240.0,99630.0,124280.0,2024
49-1011,"      First-line supervisors of mechanics, installers, and repairers",617.5,636.5,3.1,52.4,21.8,28.6,8.1,0.003035131662900259,"First-Line Supervisors of Mechanics, Installers, and Repairers",600680.0,82930.0,39.87,78300.0,37.64,48460.0,61240.0,99630.0,124280.0,2024
49-2000,"    Electrical and electronic equipment mechanics, installers, and repairers",498.5,504.9,1.3,45.4,16.1,28.6,8.9,0.0012764940721967655,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",479930.0,65000.0,31.25,60980.0,29.32,38370.0,47650.0,78690.0,97870.0,2024
49-2011,"      Computer, automated teller, and office machine repairers",79.1,78.4,-0.9,7.6,2.8,4.9,9.8,-0.0008884997918252591,"Computer, Automated Teller, and Office Machine Repairers",73010.0,49820.0,23.95,46860.0,22.53,35120.0,38290.0,59420.0,69560.0,2024
49-2020,      Radio and telecommunications equipment installers and repairers,168.6,163.1,-3.3,14.3,5.2,9.7,9.0,-0.003311059905256819,Radio and Telecommunications Equipment Installers and Repairers,165290.0,66820.0,32.13,62710.0,30.15,42400.0,50590.0,80340.0,95640.0,2024
49-2021,"        Radio, cellular, and tower equipment installers and repairers",11.7,12.7,8.6,1.2,0.4,0.7,9.0,0.008235038079014378,"Radio, Cellular, and Tower Equipment Installers and Repairers",11400.0,69180.0,33.26,64190.0,30.86,42360.0,50610.0,84770.0,102550.0,2024
49-2022,"        Telecommunications equipment installers and repairers, except line installers",156.9,150.4,-4.2,13.2,4.8,9.0,9.0,-0.0042220866471249785,"Telecommunications Equipment Installers and Repairers, Except Line Installers",153890.0,66650.0,32.04,62630.0,30.11,42440.0,50580.0,80040.0,94970.0,2024
49-2090,"      Miscellaneous electrical and electronic equipment mechanics, installers, and repairers",250.8,263.5,5.1,23.4,8.2,14.0,8.6,0.004951976630703792,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",241630.0,68350.0,32.86,63120.0,30.35,39690.0,48750.0,81960.0,103700.0,2024
49-2091,        Avionics technicians,21.4,23.1,8.2,1.8,0.5,1.1,7.3,0.007673460802246623,Avionics Technicians,20900.0,82350.0,39.59,81390.0,39.13,49770.0,65170.0,98990.0,113580.0,2024
49-2092,"        Electric motor, power tool, and related repairers",17.1,17.7,3.4,1.7,0.9,0.8,9.5,0.0034545709304283356,"Electric Motor, Power Tool, and Related Repairers",16570.0,56820.0,27.32,53990.0,25.96,36310.0,44480.0,66180.0,79230.0,2024
49-2093,"        Electrical and electronics installers and repairers, transportation equipment",7.0,7.4,6.1,0.6,0.2,0.3,7.8,0.005572453797072052,"Electrical and Electronics Installers and Repairers, Transportation Equipment",7310.0,80980.0,38.93,82730.0,39.77,49490.0,65750.0,95730.0,106110.0,2024
49-2094,"        Electrical and electronics repairers, commercial and industrial equipment",61.1,60.7,-0.8,4.7,1.8,3.0,7.8,-0.0006566011542662453,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",59990.0,72950.0,35.07,71300.0,34.28,44980.0,56750.0,85160.0,103060.0,2024
49-2095,"        Electrical and electronics repairers, powerhouse, substation, and relay",23.4,24.7,5.5,2.0,0.7,1.2,7.8,0.00542136482688238,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",23040.0,97460.0,46.86,100940.0,48.53,60820.0,79930.0,114740.0,127970.0,2024
49-2096,"        Electronic equipment installers and repairers, motor vehicles",10.3,8.9,-13.6,0.6,0.3,0.5,7.8,-0.014503064368447505,"Electronic Equipment Installers and Repairers, Motor Vehicles",10140.0,50240.0,24.16,47940.0,23.05,31680.0,39970.0,58900.0,70480.0,2024
49-2097,        Audiovisual equipment installers and repairers,24.6,26.3,6.6,2.6,0.9,1.5,9.6,0.006704625667564468,Audiovisual Equipment Installers and Repairers,22170.0,55740.0,26.8,50620.0,24.34,36310.0,43330.0,63250.0,82150.0,2024
49-2098,        Security and fire alarm systems installers,85.9,94.9,10.4,9.4,2.9,5.6,9.4,0.01001379347168041,Security and Fire Alarm Systems Installers,81510.0,60040.0,28.87,59300.0,28.51,38410.0,47330.0,71340.0,81980.0,2024
49-3000,"    Vehicle and mobile equipment mechanics, installers, and repairers",1927.6,2005.5,4.0,172.9,67.5,97.6,8.4,0.003969628229348876,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",1732480.0,58880.0,28.31,56220.0,27.03,35280.0,42730.0,72320.0,86250.0,2024
49-3011,      Aircraft mechanics and service technicians,139.4,145.0,4.0,11.3,4.0,6.8,7.6,0.003946390983726511,Aircraft Mechanics and Service Technicians,136390.0,80780.0,38.84,78680.0,37.83,47790.0,61920.0,95050.0,120080.0,2024
49-3020,      Automotive technicians and repairers,998.6,1035.7,3.7,86.0,33.4,48.9,8.1,0.0036545122579858536,Automotive Technicians and Repairers,863000.0,55780.0,26.82,49950.0,24.02,34230.0,38730.0,65230.0,81000.0,2024
49-3021,        Automotive body and related repairers,172.6,175.4,1.6,14.6,6.6,7.7,8.2,0.001610525634508475,Automotive Body and Related Repairers,155220.0,58830.0,28.28,51680.0,24.85,36390.0,45000.0,64780.0,87040.0,2024
49-3022,        Automotive glass installers and repairers,20.4,21.1,3.6,1.4,0.5,0.9,6.5,0.0033795116793904345,Automotive Glass Installers and Repairers,18940.0,49580.0,23.84,47260.0,22.72,35080.0,39990.0,58160.0,67480.0,2024
49-3023,        Automotive service technicians and mechanics,805.6,839.2,4.2,70.0,26.3,40.3,8.1,0.004094531349436492,Automotive Service Technicians and Mechanics,688840.0,55260.0,26.57,49670.0,23.88,33660.0,38140.0,65660.0,80850.0,2024
49-3031,      Bus and truck mechanics and diesel engine specialists,319.9,327.7,2.4,26.5,10.7,15.1,8.0,0.0024119148730803452,Bus and Truck Mechanics and Diesel Engine Specialists,287230.0,62480.0,30.04,60640.0,29.15,41670.0,49240.0,73690.0,85980.0,2024
49-3040,      Heavy vehicle and mobile equipment service technicians and mechanics,245.6,261.3,6.4,21.7,7.5,12.7,8.0,0.006215735632329578,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,235450.0,65660.0,31.57,62740.0,30.16,43630.0,50750.0,77050.0,89920.0,2024
49-3041,        Farm equipment mechanics and service technicians,39.0,43.3,11.0,3.7,1.2,2.1,8.0,0.010513986453910995,Farm Equipment Mechanics and Service Technicians,36880.0,55290.0,26.58,52080.0,25.04,36920.0,45660.0,63070.0,76860.0,2024
49-3042,"        Mobile heavy equipment mechanics, except engines",188.7,199.6,5.8,16.5,5.7,9.7,8.0,0.005631488701379084,"Mobile Heavy Equipment Mechanics, Except Engines",180270.0,67580.0,32.49,63980.0,30.76,45450.0,53500.0,78090.0,92360.0,2024
49-3043,        Rail car repairers,17.9,18.4,2.8,1.5,0.5,0.9,8.0,0.002758793663504955,Rail Car Repairers,18300.0,67610.0,32.5,65680.0,31.58,45670.0,51640.0,80150.0,92000.0,2024
49-3050,      Small engine mechanics,78.0,81.3,4.2,7.6,3.6,3.7,9.2,0.0041523160604546305,Small Engine Mechanics,72500.0,51240.0,24.64,48240.0,23.19,34300.0,39700.0,59890.0,72630.0,2024
49-3051,        Motorboat mechanics and service technicians,26.2,27.8,6.0,2.6,1.2,1.2,9.2,0.005945264340414758,Motorboat Mechanics and Service Technicians,24250.0,56450.0,27.14,54950.0,26.42,35950.0,45070.0,65120.0,78820.0,2024
49-3052,        Motorcycle mechanics,14.9,15.7,5.3,1.5,0.7,0.7,9.2,0.005243650001605982,Motorcycle Mechanics,14010.0,49650.0,23.87,47200.0,22.69,31770.0,38270.0,58880.0,70210.0,2024
49-3053,        Outdoor power equipment and other small engine mechanics,36.9,37.8,2.5,3.5,1.7,1.7,9.2,0.0024126609514814046,Outdoor Power Equipment and Other Small Engine Mechanics,34240.0,48200.0,23.18,46560.0,22.38,33600.0,38260.0,56080.0,64540.0,2024
49-3090,"      Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",146.2,154.6,5.8,19.7,8.3,10.5,12.5,0.005602192803557671,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",137920.0,41560.0,19.98,37960.0,18.25,30060.0,34630.0,46210.0,58090.0,2024
49-3091,        Bicycle repairers,13.2,12.9,-2.3,1.6,0.7,0.9,12.5,-0.002296311256627659,Bicycle Repairers,12590.0,41550.0,19.98,40360.0,19.4,30640.0,35880.0,47560.0,52130.0,2024
49-3092,        Recreational vehicle service technicians,19.5,21.7,11.5,2.8,1.1,1.4,12.5,0.010747119325091647,Recreational Vehicle Service Technicians,18710.0,55380.0,26.63,50540.0,24.3,35480.0,43370.0,63300.0,76650.0,2024
49-3093,        Tire repairers and changers,113.4,119.9,5.7,15.3,6.5,8.2,12.5,0.005589228854935735,Tire Repairers and Changers,106620.0,39140.0,18.82,37120.0,17.85,29880.0,33990.0,43810.0,48900.0,2024
49-9000,"    Other installation, maintenance, and repair occupations",3449.3,3647.3,5.7,337.4,145.1,172.5,9.0,0.0055971916637809205,"Other Installation, Maintenance, and Repair Occupations",3231930.0,58660.0,28.2,54790.0,26.34,35790.0,43780.0,70260.0,86930.0,2024
49-9010,      Control and valve installers and repairers,76.1,80.0,5.1,6.6,2.6,3.6,8.0,0.0050103470001965356,Control and Valve Installers and Repairers,74890.0,67810.0,32.6,61600.0,29.61,39610.0,48360.0,83220.0,104170.0,2024
49-9011,        Mechanical door repairers,28.4,31.7,11.4,2.7,1.0,1.4,8.0,0.011053395892139495,Mechanical Door Repairers,27970.0,54110.0,26.01,51050.0,24.54,37160.0,44720.0,61350.0,73160.0,2024
49-9012,"        Control and valve installers and repairers, except mechanical door",47.7,48.3,1.3,3.9,1.6,2.2,8.0,0.001250797872404119,"Control and Valve Installers and Repairers, Except Mechanical Door",46920.0,75970.0,36.52,74690.0,35.91,43840.0,53060.0,97400.0,109050.0,2024
49-9021,"      Heating, air conditioning, and refrigeration mechanics and installers",425.2,459.7,8.1,40.1,12.9,23.8,8.3,0.007831956202001722,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",396870.0,62690.0,30.14,59810.0,28.75,39130.0,47850.0,74820.0,91020.0,2024
49-9031,      Home appliance repairers,37.3,38.3,2.6,3.1,1.4,1.6,7.9,0.0026491597924633847,Home Appliance Repairers,31940.0,53580.0,25.76,49410.0,23.76,33280.0,40280.0,61750.0,77800.0,2024
49-9040,"      Industrial machinery installation, repair, and maintenance workers",539.4,608.4,12.8,54.2,22.5,24.8,8.2,0.012110257437748961,"Industrial Machinery Installation, Repair, and Maintenance Workers",520240.0,66680.0,32.06,63500.0,30.53,44420.0,52020.0,77730.0,91610.0,2024
49-9041,        Industrial machinery mechanics,439.6,510.3,16.1,45.7,18.2,20.5,8.1,0.015025115531928535,Industrial Machinery Mechanics,421940.0,67160.0,32.29,63760.0,30.65,45090.0,52710.0,78070.0,92730.0,2024
49-9043,"        Maintenance workers, machinery",57.5,55.9,-2.8,4.8,2.6,2.4,8.8,-0.0028180785052057677,"Maintenance Workers, Machinery",56540.0,61820.0,29.72,60500.0,29.09,40080.0,48600.0,72260.0,83560.0,2024
49-9044,        Millwrights,41.3,41.3,0.0,3.6,1.7,1.9,8.8,0.0,Millwrights,40660.0,68640.0,33.0,65170.0,31.33,45100.0,55420.0,80580.0,93740.0,2024
49-9045,"        Refractory materials repairers, except brickmasons",1.1,0.9,-16.9,0.1,0.0,0.0,8.1,-0.019867065968887765,"Refractory Materials Repairers, Except Brickmasons",1100.0,61480.0,29.56,58540.0,28.15,37050.0,48380.0,73940.0,81440.0,2024
49-9050,      Line installers and repairers,227.3,232.6,2.4,19.6,6.4,12.6,8.3,0.0023076093641178907,Line Installers and Repairers,222040.0,82280.0,39.56,81110.0,38.99,46420.0,59460.0,102620.0,117990.0,2024
49-9051,        Electrical power-line installers and repairers,127.4,135.8,6.6,10.7,3.0,6.8,7.5,0.006405575707561173,Electrical Power-Line Installers and Repairers,123680.0,90110.0,43.32,92560.0,44.5,50020.0,65740.0,107940.0,126610.0,2024
49-9052,        Telecommunications line installers and repairers,99.9,96.8,-3.1,8.9,3.4,5.8,9.4,-0.0031473059533078107,Telecommunications Line Installers and Repairers,98360.0,72440.0,34.83,70500.0,33.9,42940.0,50620.0,95520.0,104840.0,2024
49-9060,      Precision instrument and equipment repairers,88.7,97.5,9.8,9.1,3.7,4.6,8.9,0.009504128962447345,Precision Instrument and Equipment Repairers,79540.0,65560.0,31.52,61430.0,29.54,38110.0,47150.0,78940.0,98470.0,2024
49-9061,        Camera and photographic equipment repairers,2.3,1.9,-15.1,0.2,0.1,0.1,8.9,-0.018924169947934222,Camera and Photographic Equipment Repairers,2010.0,53420.0,25.69,49300.0,23.7,36020.0,42590.0,62400.0,76550.0,2024
49-9062,        Medical equipment repairers,68.0,76.8,12.9,7.3,2.9,3.6,8.9,0.012244045525335201,Medical Equipment Repairers,60830.0,66810.0,32.12,62630.0,30.11,39060.0,48100.0,79440.0,99290.0,2024
49-9063,        Musical instrument repairers and tuners,6.2,6.3,1.4,0.6,0.2,0.3,8.9,0.0016013148722435755,Musical Instrument Repairers and Tuners,5730.0,49020.0,23.57,45320.0,21.79,30130.0,35820.0,56960.0,73430.0,2024
49-9064,        Watch and clock repairers,1.4,1.4,-1.1,0.1,0.1,0.1,8.9,0.0,Watch and Clock Repairers,1300.0,62450.0,30.03,60690.0,29.18,39920.0,46530.0,77340.0,92570.0,2024
49-9069,"        Precision instrument and equipment repairers, all other",10.8,11.0,2.0,1.0,0.4,0.5,8.9,0.001836598351406149,"Precision Instrument and Equipment Repairers, All Other",9680.0,70420.0,33.86,67080.0,32.25,44530.0,52090.0,82030.0,100730.0,2024
49-9071,"      Maintenance and repair workers, general",1629.7,1692.1,3.8,159.8,76.9,76.7,9.2,0.0037645092613585174,"Maintenance and Repair Workers, General",1531700.0,52430.0,25.21,48620.0,23.38,33860.0,39050.0,61710.0,76110.0,2024
49-9081,      Wind turbine service technicians,13.6,20.5,49.9,2.3,0.7,0.9,9.4,0.0418891016832208,Wind Turbine Service Technicians,11220.0,67580.0,32.49,62580.0,30.09,49110.0,58910.0,75640.0,88090.0,2024
49-9090,"      Miscellaneous installation, maintenance, and repair workers",411.8,418.4,1.6,42.6,18.0,23.9,10.1,0.001591276554717247,"Miscellaneous Installation, Maintenance, and Repair Workers",363490.0,51380.0,24.7,46970.0,22.58,32460.0,38080.0,59700.0,77230.0,2024
49-9091,"        Coin, vending, and amusement machine servicers and repairers",32.5,31.6,-2.9,3.5,1.5,2.1,11.1,-0.00280435729731221,"Coin, Vending, and Amusement Machine Servicers and Repairers",28260.0,48530.0,23.33,47350.0,22.77,31420.0,38580.0,56290.0,64720.0,2024
49-9092,        Commercial divers,4.2,4.5,8.5,0.4,0.2,0.2,9.4,0.006923142059345189,Commercial Divers,3430.0,78110.0,37.55,61130.0,29.39,39130.0,49370.0,93840.0,152580.0,2024
49-9094,        Locksmiths and safe repairers,18.8,17.2,-8.3,1.7,0.9,0.9,10.0,-0.008855307351934516,Locksmiths and Safe Repairers,15550.0,55200.0,26.54,50490.0,24.27,34750.0,40650.0,64330.0,79340.0,2024
49-9095,        Manufactured building and mobile home installers,3.1,3.3,5.9,0.3,0.1,0.2,9.4,0.006271620466936412,Manufactured Building and Mobile Home Installers,2610.0,42620.0,20.49,41080.0,19.75,30280.0,35290.0,48410.0,57190.0,2024
49-9096,        Riggers,24.6,25.4,3.2,2.5,0.8,1.6,9.8,0.0032053994497074356,Riggers,24190.0,66600.0,32.02,62060.0,29.84,38930.0,47940.0,79340.0,100480.0,2024
49-9097,        Signal and track switch repairers,8.7,8.8,1.7,0.8,0.4,0.5,9.4,0.0011435229066678598,Signal and Track Switch Repairers,8210.0,84940.0,40.84,83600.0,40.19,57410.0,75680.0,95620.0,104860.0,2024
49-9098,"        Helpers--installation, maintenance, and repair workers",98.7,101.0,2.3,11.8,4.9,6.7,11.6,0.002306212266131036,"Helpers--Installation, Maintenance, and Repair Workers",97540.0,40750.0,19.59,38860.0,18.68,28770.0,33760.0,46600.0,54650.0,2024
49-9099,"        Installation, maintenance, and repair workers, all other",221.2,226.5,2.4,21.5,9.2,11.8,9.4,0.002370572902744783,"Installation, Maintenance, and Repair Workers, All Other",183690.0,53270.0,25.61,48640.0,23.39,35270.0,40700.0,61090.0,77150.0,2024
51-0000,  Production occupations,9001.2,8901.6,-1.1,963.4,395.5,577.8,10.9,-0.0011120677858177386,Production Occupations,8743450.0,50090.0,24.08,45960.0,22.09,32640.0,37390.0,58290.0,74920.0,2024
51-1000,    Supervisors of production workers,698.6,706.9,1.2,67.7,25.1,41.8,9.5,0.0011817858396225844,Supervisors of Production Workers,685140.0,74540.0,35.84,71190.0,34.23,45790.0,56330.0,86770.0,106960.0,2024
51-1011,      First-line supervisors of production and operating workers,698.6,706.9,1.2,67.7,25.1,41.8,9.5,0.0011817858396225844,First-Line Supervisors of Production and Operating Workers,685140.0,74540.0,35.84,71190.0,34.23,45790.0,56330.0,86770.0,106960.0,2024
51-2000,    Assemblers and fabricators,1885.4,1874.2,-0.6,198.8,82.1,117.9,10.6,-0.0005956323678033559,Assemblers and Fabricators,1874550.0,45890.0,22.06,43570.0,20.95,32270.0,36990.0,50600.0,63490.0,2024
51-2011,"      Aircraft structure, surfaces, rigging, and systems assemblers",33.6,28.7,-14.5,2.8,1.3,2.0,10.7,-0.015639310200511014,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",32890.0,66510.0,31.98,61680.0,29.65,46040.0,53180.0,75240.0,94950.0,2024
51-2020,"      Electrical, electronics, and electromechanical assemblers",273.6,284.7,4.1,30.7,13.5,16.2,10.6,0.003984799137432216,"Electrical, Electronics, and Electromechanical Assemblers",273300.0,46070.0,22.15,44210.0,21.26,34160.0,37530.0,50090.0,61190.0,2024
51-2021,"        Coil winders, tapers, and finishers",12.2,11.5,-6.3,1.2,0.6,0.7,10.6,-0.005891468470903272,"Coil Winders, Tapers, and Finishers",12170.0,48940.0,23.53,47260.0,22.72,35180.0,39380.0,57800.0,62790.0,2024
51-2028,"        Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers",261.4,273.3,4.6,29.6,12.9,15.5,10.6,0.004461753287242409,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",261140.0,45930.0,22.08,44040.0,21.17,34110.0,37450.0,49830.0,61080.0,2024
51-2031,      Engine and other machine assemblers,38.4,30.3,-21.1,2.8,1.2,2.4,10.4,-0.023412546644596577,Engine and Other Machine Assemblers,38420.0,56040.0,26.94,52540.0,25.26,37950.0,42790.0,70050.0,74300.0,2024
51-2041,      Structural metal fabricators and fitters,53.8,45.0,-16.3,4.1,1.9,3.0,10.0,-0.017702533779100693,Structural Metal Fabricators and Fitters,53380.0,52740.0,25.36,49900.0,23.99,37370.0,44290.0,59810.0,70510.0,2024
51-2051,      Fiberglass laminators and fabricators,18.6,19.4,4.2,2.1,0.8,1.2,10.7,0.00422002788071052,Fiberglass Laminators and Fabricators,18520.0,47320.0,22.75,45760.0,22.0,35950.0,39230.0,51530.0,61370.0,2024
51-2061,      Timing device assemblers and adjusters,0.2,0.2,-17.5,0.0,0.0,0.0,10.7,0.0,Timing Device Assemblers and Adjusters,230.0,42410.0,20.39,40790.0,19.61,26240.0,27850.0,58440.0,65580.0,2024
51-2090,      Miscellaneous assemblers and fabricators,1467.1,1465.9,-0.1,156.3,63.4,93.1,10.7,-8.1824137183939e-05,Miscellaneous Assemblers and Fabricators,1457800.0,44860.0,21.57,42210.0,20.29,31650.0,36660.0,49410.0,62030.0,2024
51-2090,      Miscellaneous assemblers and fabricators,1467.1,1465.9,-0.1,156.3,63.4,93.1,10.7,-8.1824137183939e-05,Miscellaneous Assemblers and Fabricators,1457800.0,44860.0,21.57,42210.0,20.29,31650.0,36660.0,49410.0,62030.0,2024
51-3000,    Food processing workers,891.3,931.6,4.5,121.0,49.3,67.7,12.8,0.004432039249954611,Food Processing Workers,857260.0,40090.0,19.27,38200.0,18.37,29200.0,34240.0,45780.0,51920.0,2024
51-3011,      Bakers,249.1,263.2,5.6,39.9,17.1,21.3,15.0,0.005521163471633672,Bakers,231890.0,37670.0,18.11,36650.0,17.62,27560.0,31470.0,42570.0,48260.0,2024
51-3020,"      Butchers and other meat, poultry, and fish processing workers",359.5,370.5,3.1,43.6,16.8,25.7,11.6,0.00301847320115578,"Butchers and Other Meat, Poultry, and Fish Processing Workers",348630.0,40110.0,19.28,38500.0,18.51,29480.0,34460.0,45880.0,50960.0,2024
51-3021,        Butchers and meat cutters,143.1,144.5,1.0,16.9,6.6,10.1,11.6,0.0009740561839008954,Butchers and Meat Cutters,140040.0,41300.0,19.86,38960.0,18.73,28850.0,34460.0,47200.0,57130.0,2024
51-3022,"        Meat, poultry, and fish cutters and trimmers",146.8,154.9,5.5,18.4,7.0,10.6,11.6,0.005385312065770975,"Meat, Poultry, and Fish Cutters and Trimmers",141090.0,38640.0,18.58,37700.0,18.13,29200.0,34050.0,43450.0,48680.0,2024
51-3023,        Slaughterers and meat packers,69.6,71.2,2.2,8.4,3.2,5.0,11.6,0.0022754099326549593,Slaughterers and Meat Packers,67500.0,40710.0,19.57,39790.0,19.13,31470.0,35940.0,45930.0,49460.0,2024
51-3090,      Miscellaneous food processing workers,282.6,297.9,5.4,37.5,15.3,20.7,12.4,0.00528646324172688,Miscellaneous Food Processing Workers,276740.0,42090.0,20.23,40050.0,19.26,30850.0,35420.0,47670.0,56510.0,2024
51-3091,"        Food and tobacco roasting, baking, and drying machine operators and tenders",20.7,20.8,0.6,2.4,0.8,1.6,11.6,0.0004820447898610247,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",19500.0,44140.0,21.22,42730.0,20.54,32390.0,36610.0,48680.0,60070.0,2024
51-3092,        Food batchmakers,173.5,185.4,6.9,24.2,10.0,13.1,12.8,0.00665585779821698,Food Batchmakers,171660.0,42830.0,20.59,40790.0,19.61,30850.0,35340.0,49010.0,57800.0,2024
51-3093,        Food cooking machine operators and tenders,29.7,29.9,0.6,4.4,2.0,2.4,14.7,0.0006713687259625178,Food Cooking Machine Operators and Tenders,27660.0,41930.0,20.16,40550.0,19.49,30540.0,35310.0,47420.0,54170.0,2024
51-3099,"        Food processing workers, all other",58.7,61.8,5.3,6.5,2.5,3.6,10.2,0.005159629039166225,"Food Processing Workers, All Other",57920.0,39260.0,18.88,38420.0,18.47,30290.0,35360.0,43020.0,47470.0,2024
51-4000,    Metal workers and plastic workers,1639.4,1581.5,-3.5,153.8,60.6,99.0,9.9,-0.0035891991181196126,Metal Workers and Plastic Workers,1599780.0,52050.0,25.02,48660.0,23.39,35940.0,40360.0,60310.0,73550.0,2024
51-4020,"      Forming machine setters, operators, and tenders, metal and plastic",97.3,94.5,-2.8,9.0,3.4,5.9,9.7,-0.002915656662179744,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",96810.0,49060.0,23.59,47460.0,22.82,35770.0,39870.0,55880.0,63980.0,2024
51-4021,"        Extruding and drawing machine setters, operators, and tenders, metal and plastic",66.0,66.8,1.2,6.5,2.4,4.1,9.7,0.0012055599555047536,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",65700.0,48170.0,23.16,46980.0,22.59,35390.0,39370.0,54360.0,62470.0,2024
51-4022,"        Forging machine setters, operators, and tenders, metal and plastic",8.8,7.2,-18.9,0.6,0.3,0.5,9.7,-0.019867065968887765,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",8760.0,50900.0,24.47,49240.0,23.67,35150.0,41350.0,59270.0,69540.0,2024
51-4023,"        Rolling machine setters, operators, and tenders, metal and plastic",22.5,20.6,-8.3,1.9,0.8,1.3,9.7,-0.008783619961803546,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",22350.0,50940.0,24.49,48630.0,23.38,37090.0,41600.0,57730.0,67500.0,2024
51-4030,"      Machine tool cutting setters, operators, and tenders, metal and plastic",282.9,247.7,-12.4,22.9,11.3,15.2,10.0,-0.013199624872137439,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",282640.0,47500.0,22.84,45870.0,22.05,35150.0,38630.0,53140.0,63050.0,2024
51-4031,"        Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",174.7,153.6,-12.1,14.4,7.4,9.1,10.1,-0.012789351817414807,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",174430.0,47060.0,22.62,45590.0,21.92,35000.0,38400.0,52150.0,62650.0,2024
51-4032,"        Drilling and boring machine tool setters, operators, and tenders, metal and plastic",5.3,4.3,-19.6,0.4,0.2,0.3,10.1,-0.020692098515910584,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",5310.0,50330.0,24.2,46630.0,22.42,35360.0,41100.0,56820.0,65200.0,2024
51-4033,"        Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",70.1,61.7,-12.0,5.5,2.7,3.6,9.6,-0.012682773388160151,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",70110.0,46600.0,22.41,45190.0,21.73,34980.0,38420.0,51380.0,61550.0,2024
