occ_code,occ_title,emp_2024,emp_2034,pct_change,annual_openings,labor_force_exits,occupational_transfers,total_separations,g_baseline
45-2091,        Agricultural equipment operators,65.2,70.3,7.7,10.5,4.6,5.5,14.8,0.007559664052402937
45-2092,"        Farmworkers and laborers, crop, nursery, and greenhouse",504.8,488.1,-3.3,71.7,33.4,40.0,14.8,-0.003358548250351312
45-2093,"        Farmworkers, farm, ranch, and aquacultural animals",224.6,213.4,-5.0,31.2,14.7,17.6,14.8,-0.005102209627512289
45-2099,"        Agricultural workers, all other",10.1,10.3,2.3,1.5,0.7,0.8,14.8,0.001962770856755336
45-3000,    Fishing and hunting workers,21.9,20.9,-4.6,2.8,1.3,1.6,13.6,-0.00466284282162055
45-3031,      Fishing and hunting workers,21.9,20.9,-4.6,2.8,1.3,1.6,13.6,-0.00466284282162055
45-4000,"    Forest, conservation, and logging workers",55.0,53.5,-2.8,8.0,3.7,4.5,15.0,-0.0027613336184517667
45-4011,      Forest and conservation workers,10.8,10.3,-4.7,2.0,0.7,1.4,19.7,-0.0047290067590994855
45-4020,      Logging workers,44.3,43.3,-2.3,6.0,3.0,3.1,13.9,-0.0022805996761456893
45-4021,        Fallers,5.6,5.2,-7.3,0.7,0.4,0.4,13.9,-0.007383404965592311
45-4022,        Logging equipment operators,30.9,30.5,-1.4,4.2,2.1,2.2,13.9,-0.001302101558189328
45-4023,        Log graders and scalers,4.6,4.6,-0.7,0.6,0.3,0.3,13.9,0.0
45-4029,"        Logging workers, all other",3.1,3.0,-4.7,0.4,0.2,0.2,13.9,-0.0032736122908676446
47-0000,  Construction and extraction occupations,7574.7,7968.8,5.2,649.3,244.4,365.5,7.8,0.005084901472305781
47-1000,    Supervisors of construction and extraction workers,921.6,970.6,5.3,74.4,29.9,39.6,7.3,0.005193755732724847
47-1011,      First-line supervisors of construction trades and extraction workers,921.6,970.6,5.3,74.4,29.9,39.6,7.3,0.005193755732724847
47-2000,    Construction trades workers,5752.6,6084.4,5.8,491.2,182.1,276.0,7.7,0.005623371320016668
47-2011,      Boilermakers,10.4,10.1,-2.4,0.8,0.4,0.4,8.5,-0.0029227586301471264
47-2020,"      Brickmasons, blockmasons, and stonemasons",86.2,88.2,2.3,6.4,2.5,3.7,7.1,0.0022963110272320453
47-2021,        Brickmasons and blockmasons,74.1,76.4,3.2,5.6,2.1,3.2,7.1,0.0030613929082978775
47-2022,        Stonemasons,12.1,11.8,-3.0,0.8,0.3,0.5,7.1,-0.0025074432124813084
47-2031,      Carpenters,959.0,1002.1,4.5,74.1,27.8,41.9,7.1,0.004405877682423398
47-2040,"      Carpet, floor, and tile installers and finishers",112.3,119.0,6.0,8.4,3.2,4.5,6.7,0.005811786416654252
47-2041,        Carpet installers,20.3,18.3,-9.6,1.1,0.5,0.7,6.7,-0.010318379093322005
47-2042,"        Floor layers, except carpet, wood, and hard tiles",33.7,36.9,9.5,2.7,1.0,1.4,6.7,0.009112640954258566
47-2043,        Floor sanders and finishers,5.6,5.8,2.6,0.4,0.2,0.2,6.7,0.003515296192992734
47-2044,        Tile and stone setters,52.6,58.0,10.1,4.2,1.5,2.1,6.7,0.0098205977445176
47-2050,"      Cement masons, concrete finishers, and terrazzo workers",208.2,211.8,1.7,14.3,5.2,8.7,6.7,0.0017157979984447902
47-2051,        Cement masons and concrete finishers,206.7,210.4,1.8,14.3,5.2,8.7,6.7,0.00177577624413372
47-2053,        Terrazzo workers and finishers,1.5,1.3,-11.1,0.1,0.0,0.1,6.7,-0.01420818176417915
47-2061,      Construction laborers,1457.0,1563.4,7.3,129.4,48.5,70.2,7.9,0.007073238976437413
47-2070,      Construction equipment operators,539.5,559.0,3.6,46.2,18.4,25.8,8.1,0.0035569799376387046
47-2071,"        Paving, surfacing, and tamping equipment operators",47.0,48.6,3.2,4.0,1.6,2.2,8.1,0.0033532023664517574
47-2072,        Pile driver operators,3.2,3.3,4.3,0.3,0.1,0.2,8.1,0.003081905201553825
47-2073,        Operating engineers and other construction equipment operators,489.3,507.1,3.6,41.9,16.7,23.4,8.1,0.003579634092089057
47-2080,"      Drywall installers, ceiling tile installers, and tapers",118.6,123.0,3.7,8.8,3.3,5.0,6.9,0.003649429892918832
47-2081,        Drywall and ceiling tile installers,103.1,107.4,4.2,7.7,2.9,4.4,6.9,0.0040944385082613
47-2082,        Tapers,15.6,15.6,0.1,1.1,0.4,0.6,6.9,0.0
47-2111,      Electricians,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
47-2121,      Glaziers,60.5,62.5,3.3,5.1,2.2,2.7,7.9,0.003257613698825601
47-2130,      Insulation workers,67.4,70.2,4.2,5.7,2.0,3.5,7.9,0.004078624352399585
47-2131,"        Insulation workers, floor, ceiling, and wall",40.2,41.7,3.8,3.4,1.2,2.1,7.9,0.0036701318182563725
47-2132,"        Insulation workers, mechanical",27.2,28.5,4.7,2.3,0.8,1.4,7.9,0.004679626810681459
47-2140,      Painters and paperhangers,344.6,357.7,3.8,28.3,12.5,14.4,7.7,0.00373800118226586
47-2141,"        Painters, construction and maintenance",342.2,355.2,3.8,28.1,12.4,14.3,7.7,0.0037355247116113155
47-2142,        Paperhangers,2.3,2.5,5.3,0.2,0.1,0.1,7.7,0.008373020177530721
47-2150,"      Pipelayers, plumbers, pipefitters, and steamfitters",538.9,560.1,3.9,46.4,16.6,27.7,8.1,0.003865985143738593
47-2151,        Pipelayers,34.4,32.9,-4.1,2.4,0.9,1.7,7.6,-0.004448466790801353
47-2152,"        Plumbers, pipefitters, and steamfitters",504.5,527.2,4.5,44.0,15.7,26.0,8.1,0.00441091390803372
47-2161,      Plasterers and stucco masons,24.2,25.2,4.1,1.9,0.9,0.9,7.4,0.004057344963009246
47-2171,      Reinforcing iron and rebar workers,19.4,20.3,4.6,1.5,0.6,0.9,7.1,0.004545079681762987
47-2181,      Roofers,166.7,176.5,5.9,12.7,4.1,7.6,6.8,0.005728856152835915
47-2211,      Sheet metal workers,127.0,130.1,2.4,10.6,4.2,6.1,8.0,0.0024145402244553082
47-2221,      Structural iron and steel workers,65.7,68.6,4.4,5.5,1.8,3.4,7.8,0.004328702809005325
47-2231,      Solar photovoltaic installers,28.6,40.6,42.1,4.1,0.7,2.2,8.4,0.0356571314677776
47-3000,"    Helpers, construction trades",192.1,195.5,1.8,20.0,6.4,13.3,10.2,0.001755970879522728
47-3011,"      Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters",16.1,14.4,-10.5,1.4,0.5,1.0,10.2,-0.01109707466596288
47-3012,      Helpers--carpenters,25.2,26.4,4.5,2.7,0.8,1.8,10.2,0.004662838921381196
47-3013,      Helpers--electricians,66.6,66.7,0.2,6.8,2.2,4.6,10.2,0.00015004879371782742
47-3014,"      Helpers--painters, paperhangers, plasterers, and stucco masons",7.4,7.6,2.3,0.8,0.2,0.5,10.2,0.002670383848392799
47-3015,"      Helpers--pipelayers, plumbers, pipefitters, and steamfitters",45.3,47.5,4.9,4.9,1.5,3.2,10.2,0.004753530203351897
47-3016,      Helpers--roofers,5.2,5.5,5.7,0.6,0.2,0.4,10.2,0.005624706257577605
47-3019,"      Helpers, construction trades, all other",26.3,27.4,4.4,2.8,0.9,1.8,10.2,0.004105813271627845
47-4000,    Other construction and related workers,489.0,499.4,2.1,43.5,19.7,22.8,8.6,0.0021067048279495015
47-4011,      Construction and building inspectors,147.6,146.5,-0.8,14.8,8.3,6.6,10.2,-0.0007477686524943739
47-4021,      Elevator and escalator installers and repairers,24.2,25.4,5.0,2.0,0.7,1.2,7.6,0.004851384127501968
47-4031,      Fence erectors,26.4,27.6,4.6,2.3,0.9,1.3,8.1,0.004455070708489384
47-4041,      Hazardous materials removal workers,51.3,51.8,1.0,5.0,2.3,2.6,9.6,0.0009704102525114333
47-4051,      Highway maintenance workers,159.1,163.9,3.0,12.3,5.0,6.8,7.3,0.002976776867842812
47-4061,      Rail-track laying and maintenance equipment operators,15.0,15.3,1.6,1.1,0.4,0.7,7.0,0.001982224744745187
47-4071,      Septic tank servicers and sewer pipe cleaners,30.4,32.7,7.6,2.9,1.0,1.7,8.3,0.007319907449092389
47-4090,      Miscellaneous construction and related workers,35.0,36.2,3.5,3.1,1.1,1.9,8.3,0.0033767943016247415
47-5000,    Extraction workers,219.4,218.9,-0.3,20.2,6.4,13.9,9.3,-0.00022812830601115497
47-5010,"      Derrick, rotary drill, and service unit operators, oil and gas",69.9,70.1,0.3,6.3,1.7,4.6,9.0,0.0002857553003476898
47-5011,"        Derrick operators, oil and gas",11.3,11.3,0.5,1.0,0.3,0.7,9.0,0.0
47-5012,"        Rotary drill operators, oil and gas",13.3,13.4,0.2,1.2,0.3,0.9,9.0,0.0007493477937940973
47-5013,"        Service unit operators, oil and gas",45.2,45.4,0.4,4.1,1.1,3.0,9.0,0.00044159929718534663
47-5020,      Surface mining machine operators and earth drillers,54.0,54.4,0.7,4.7,1.8,3.0,8.7,0.0007382831266873335
47-5022,"        Excavating and loading machine and dragline operators, surface mining",35.8,35.6,-0.4,3.1,1.2,1.9,8.7,-0.0005600686578314251
47-5023,"        Earth drillers, except oil and gas",18.3,18.8,2.9,1.7,0.6,1.0,8.7,0.0026992173439337463
47-5032,"      Explosives workers, ordnance handling experts, and blasters",5.8,5.8,-0.9,0.5,0.2,0.4,9.5,0.0
47-5040,      Underground mining machine operators,27.2,24.9,-8.6,2.6,0.9,1.9,10.7,-0.008796003786688766
47-5041,        Continuous mining machine operators,14.9,15.0,0.6,1.6,0.5,1.1,10.7,0.0006691225777808452
47-5043,"        Roof bolters, mining",2.3,1.5,-34.2,0.1,0.1,0.1,10.7,-0.04184373790882767
47-5044,"        Loading and moving machine operators, underground mining",6.4,5.0,-22.3,0.5,0.2,0.4,10.7,-0.024383800176555503
47-5049,"        Underground mining machine operators, all other",3.6,3.4,-6.1,0.4,0.1,0.2,10.7,-0.0056995370417669555
47-5051,"      Rock splitters, quarry",3.2,3.4,4.4,0.4,0.1,0.2,10.5,0.00608087609791208
47-5071,"      Roustabouts, oil and gas",46.0,47.1,2.5,4.3,1.1,3.1,9.0,0.002365954917814106
47-5081,      Helpers--extraction workers,7.0,6.9,-1.7,0.7,0.3,0.5,10.5,-0.0014378390627013404
47-5099,"      Extraction workers, all other",6.3,6.4,1.4,0.7,0.2,0.4,10.5,0.0015760764017664908
49-0000,"  Installation, maintenance, and repair occupations",6492.9,6794.3,4.6,608.1,250.6,327.3,8.7,0.004547785245492264
49-1000,"    Supervisors of installation, maintenance, and repair workers",617.5,636.5,3.1,52.4,21.8,28.6,8.1,0.003035131662900259
49-1011,"      First-line supervisors of mechanics, installers, and repairers",617.5,636.5,3.1,52.4,21.8,28.6,8.1,0.003035131662900259
49-2000,"    Electrical and electronic equipment mechanics, installers, and repairers",498.5,504.9,1.3,45.4,16.1,28.6,8.9,0.0012764940721967655
49-2011,"      Computer, automated teller, and office machine repairers",79.1,78.4,-0.9,7.6,2.8,4.9,9.8,-0.0008884997918252591
49-2020,      Radio and telecommunications equipment installers and repairers,168.6,163.1,-3.3,14.3,5.2,9.7,9.0,-0.003311059905256819
49-2021,"        Radio, cellular, and tower equipment installers and repairers",11.7,12.7,8.6,1.2,0.4,0.7,9.0,0.008235038079014378
49-2022,"        Telecommunications equipment installers and repairers, except line installers",156.9,150.4,-4.2,13.2,4.8,9.0,9.0,-0.0042220866471249785
49-2090,"      Miscellaneous electrical and electronic equipment mechanics, installers, and repairers",250.8,263.5,5.1,23.4,8.2,14.0,8.6,0.004951976630703792
49-2091,        Avionics technicians,21.4,23.1,8.2,1.8,0.5,1.1,7.3,0.007673460802246623
49-2092,"        Electric motor, power tool, and related repairers",17.1,17.7,3.4,1.7,0.9,0.8,9.5,0.0034545709304283356
49-2093,"        Electrical and electronics installers and repairers, transportation equipment",7.0,7.4,6.1,0.6,0.2,0.3,7.8,0.005572453797072052
49-2094,"        Electrical and electronics repairers, commercial and industrial equipment",61.1,60.7,-0.8,4.7,1.8,3.0,7.8,-0.0006566011542662453
49-2095,"        Electrical and electronics repairers, powerhouse, substation, and relay",23.4,24.7,5.5,2.0,0.7,1.2,7.8,0.00542136482688238
49-2096,"        Electronic equipment installers and repairers, motor vehicles",10.3,8.9,-13.6,0.6,0.3,0.5,7.8,-0.014503064368447505
49-2097,        Audiovisual equipment installers and repairers,24.6,26.3,6.6,2.6,0.9,1.5,9.6,0.006704625667564468
49-2098,        Security and fire alarm systems installers,85.9,94.9,10.4,9.4,2.9,5.6,9.4,0.01001379347168041
49-3000,"    Vehicle and mobile equipment mechanics, installers, and repairers",1927.6,2005.5,4.0,172.9,67.5,97.6,8.4,0.003969628229348876
49-3011,      Aircraft mechanics and service technicians,139.4,145.0,4.0,11.3,4.0,6.8,7.6,0.003946390983726511
49-3020,      Automotive technicians and repairers,998.6,1035.7,3.7,86.0,33.4,48.9,8.1,0.0036545122579858536
49-3021,        Automotive body and related repairers,172.6,175.4,1.6,14.6,6.6,7.7,8.2,0.001610525634508475
49-3022,        Automotive glass installers and repairers,20.4,21.1,3.6,1.4,0.5,0.9,6.5,0.0033795116793904345
49-3023,        Automotive service technicians and mechanics,805.6,839.2,4.2,70.0,26.3,40.3,8.1,0.004094531349436492
49-3031,      Bus and truck mechanics and diesel engine specialists,319.9,327.7,2.4,26.5,10.7,15.1,8.0,0.0024119148730803452
49-3040,      Heavy vehicle and mobile equipment service technicians and mechanics,245.6,261.3,6.4,21.7,7.5,12.7,8.0,0.006215735632329578
49-3041,        Farm equipment mechanics and service technicians,39.0,43.3,11.0,3.7,1.2,2.1,8.0,0.010513986453910995
49-3042,"        Mobile heavy equipment mechanics, except engines",188.7,199.6,5.8,16.5,5.7,9.7,8.0,0.005631488701379084
49-3043,        Rail car repairers,17.9,18.4,2.8,1.5,0.5,0.9,8.0,0.002758793663504955
49-3050,      Small engine mechanics,78.0,81.3,4.2,7.6,3.6,3.7,9.2,0.0041523160604546305
49-3051,        Motorboat mechanics and service technicians,26.2,27.8,6.0,2.6,1.2,1.2,9.2,0.005945264340414758
49-3052,        Motorcycle mechanics,14.9,15.7,5.3,1.5,0.7,0.7,9.2,0.005243650001605982
49-3053,        Outdoor power equipment and other small engine mechanics,36.9,37.8,2.5,3.5,1.7,1.7,9.2,0.0024126609514814046
49-3090,"      Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",146.2,154.6,5.8,19.7,8.3,10.5,12.5,0.005602192803557671
49-3091,        Bicycle repairers,13.2,12.9,-2.3,1.6,0.7,0.9,12.5,-0.002296311256627659
49-3092,        Recreational vehicle service technicians,19.5,21.7,11.5,2.8,1.1,1.4,12.5,0.010747119325091647
49-3093,        Tire repairers and changers,113.4,119.9,5.7,15.3,6.5,8.2,12.5,0.005589228854935735
49-9000,"    Other installation, maintenance, and repair occupations",3449.3,3647.3,5.7,337.4,145.1,172.5,9.0,0.0055971916637809205
49-9010,      Control and valve installers and repairers,76.1,80.0,5.1,6.6,2.6,3.6,8.0,0.0050103470001965356
49-9011,        Mechanical door repairers,28.4,31.7,11.4,2.7,1.0,1.4,8.0,0.011053395892139495
49-9012,"        Control and valve installers and repairers, except mechanical door",47.7,48.3,1.3,3.9,1.6,2.2,8.0,0.001250797872404119
49-9021,"      Heating, air conditioning, and refrigeration mechanics and installers",425.2,459.7,8.1,40.1,12.9,23.8,8.3,0.007831956202001722
49-9031,      Home appliance repairers,37.3,38.3,2.6,3.1,1.4,1.6,7.9,0.0026491597924633847
49-9040,"      Industrial machinery installation, repair, and maintenance workers",539.4,608.4,12.8,54.2,22.5,24.8,8.2,0.012110257437748961
49-9041,        Industrial machinery mechanics,439.6,510.3,16.1,45.7,18.2,20.5,8.1,0.015025115531928535
49-9043,"        Maintenance workers, machinery",57.5,55.9,-2.8,4.8,2.6,2.4,8.8,-0.0028180785052057677
49-9044,        Millwrights,41.3,41.3,0.0,3.6,1.7,1.9,8.8,0.0
49-9045,"        Refractory materials repairers, except brickmasons",1.1,0.9,-16.9,0.1,0.0,0.0,8.1,-0.019867065968887765
49-9050,      Line installers and repairers,227.3,232.6,2.4,19.6,6.4,12.6,8.3,0.0023076093641178907
49-9051,        Electrical power-line installers and repairers,127.4,135.8,6.6,10.7,3.0,6.8,7.5,0.006405575707561173
49-9052,        Telecommunications line installers and repairers,99.9,96.8,-3.1,8.9,3.4,5.8,9.4,-0.0031473059533078107
49-9060,      Precision instrument and equipment repairers,88.7,97.5,9.8,9.1,3.7,4.6,8.9,0.009504128962447345
49-9061,        Camera and photographic equipment repairers,2.3,1.9,-15.1,0.2,0.1,0.1,8.9,-0.018924169947934222
49-9062,        Medical equipment repairers,68.0,76.8,12.9,7.3,2.9,3.6,8.9,0.012244045525335201
49-9063,        Musical instrument repairers and tuners,6.2,6.3,1.4,0.6,0.2,0.3,8.9,0.0016013148722435755
49-9064,        Watch and clock repairers,1.4,1.4,-1.1,0.1,0.1,0.1,8.9,0.0
49-9069,"        Precision instrument and equipment repairers, all other",10.8,11.0,2.0,1.0,0.4,0.5,8.9,0.001836598351406149
49-9071,"      Maintenance and repair workers, general",1629.7,1692.1,3.8,159.8,76.9,76.7,9.2,0.0037645092613585174
49-9081,      Wind turbine service technicians,13.6,20.5,49.9,2.3,0.7,0.9,9.4,0.0418891016832208
49-9090,"      Miscellaneous installation, maintenance, and repair workers",411.8,418.4,1.6,42.6,18.0,23.9,10.1,0.001591276554717247
49-9091,"        Coin, vending, and amusement machine servicers and repairers",32.5,31.6,-2.9,3.5,1.5,2.1,11.1,-0.00280435729731221
49-9092,        Commercial divers,4.2,4.5,8.5,0.4,0.2,0.2,9.4,0.006923142059345189
49-9094,        Locksmiths and safe repairers,18.8,17.2,-8.3,1.7,0.9,0.9,10.0,-0.008855307351934516
49-9095,        Manufactured building and mobile home installers,3.1,3.3,5.9,0.3,0.1,0.2,9.4,0.006271620466936412
49-9096,        Riggers,24.6,25.4,3.2,2.5,0.8,1.6,9.8,0.0032053994497074356
49-9097,        Signal and track switch repairers,8.7,8.8,1.7,0.8,0.4,0.5,9.4,0.0011435229066678598
49-9098,"        Helpers--installation, maintenance, and repair workers",98.7,101.0,2.3,11.8,4.9,6.7,11.6,0.002306212266131036
49-9099,"        Installation, maintenance, and repair workers, all other",221.2,226.5,2.4,21.5,9.2,11.8,9.4,0.002370572902744783
51-0000,  Production occupations,9001.2,8901.6,-1.1,963.4,395.5,577.8,10.9,-0.0011120677858177386
51-1000,    Supervisors of production workers,698.6,706.9,1.2,67.7,25.1,41.8,9.5,0.0011817858396225844
51-1011,      First-line supervisors of production and operating workers,698.6,706.9,1.2,67.7,25.1,41.8,9.5,0.0011817858396225844
51-2000,    Assemblers and fabricators,1885.4,1874.2,-0.6,198.8,82.1,117.9,10.6,-0.0005956323678033559
51-2011,"      Aircraft structure, surfaces, rigging, and systems assemblers",33.6,28.7,-14.5,2.8,1.3,2.0,10.7,-0.015639310200511014
51-2020,"      Electrical, electronics, and electromechanical assemblers",273.6,284.7,4.1,30.7,13.5,16.2,10.6,0.003984799137432216
51-2021,"        Coil winders, tapers, and finishers",12.2,11.5,-6.3,1.2,0.6,0.7,10.6,-0.005891468470903272
51-2028,"        Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers",261.4,273.3,4.6,29.6,12.9,15.5,10.6,0.004461753287242409
51-2031,      Engine and other machine assemblers,38.4,30.3,-21.1,2.8,1.2,2.4,10.4,-0.023412546644596577
51-2041,      Structural metal fabricators and fitters,53.8,45.0,-16.3,4.1,1.9,3.0,10.0,-0.017702533779100693
51-2051,      Fiberglass laminators and fabricators,18.6,19.4,4.2,2.1,0.8,1.2,10.7,0.00422002788071052
51-2061,      Timing device assemblers and adjusters,0.2,0.2,-17.5,0.0,0.0,0.0,10.7,0.0
51-2090,      Miscellaneous assemblers and fabricators,1467.1,1465.9,-0.1,156.3,63.4,93.1,10.7,-8.1824137183939e-05
51-3000,    Food processing workers,891.3,931.6,4.5,121.0,49.3,67.7,12.8,0.004432039249954611
51-3011,      Bakers,249.1,263.2,5.6,39.9,17.1,21.3,15.0,0.005521163471633672
51-3020,"      Butchers and other meat, poultry, and fish processing workers",359.5,370.5,3.1,43.6,16.8,25.7,11.6,0.00301847320115578
51-3021,        Butchers and meat cutters,143.1,144.5,1.0,16.9,6.6,10.1,11.6,0.0009740561839008954
51-3022,"        Meat, poultry, and fish cutters and trimmers",146.8,154.9,5.5,18.4,7.0,10.6,11.6,0.005385312065770975
51-3023,        Slaughterers and meat packers,69.6,71.2,2.2,8.4,3.2,5.0,11.6,0.0022754099326549593
51-3090,      Miscellaneous food processing workers,282.6,297.9,5.4,37.5,15.3,20.7,12.4,0.00528646324172688
51-3091,"        Food and tobacco roasting, baking, and drying machine operators and tenders",20.7,20.8,0.6,2.4,0.8,1.6,11.6,0.0004820447898610247
51-3092,        Food batchmakers,173.5,185.4,6.9,24.2,10.0,13.1,12.8,0.00665585779821698
51-3093,        Food cooking machine operators and tenders,29.7,29.9,0.6,4.4,2.0,2.4,14.7,0.0006713687259625178
51-3099,"        Food processing workers, all other",58.7,61.8,5.3,6.5,2.5,3.6,10.2,0.005159629039166225
51-4000,    Metal workers and plastic workers,1639.4,1581.5,-3.5,153.8,60.6,99.0,9.9,-0.0035891991181196126
51-4020,"      Forming machine setters, operators, and tenders, metal and plastic",97.3,94.5,-2.8,9.0,3.4,5.9,9.7,-0.002915656662179744
51-4021,"        Extruding and drawing machine setters, operators, and tenders, metal and plastic",66.0,66.8,1.2,6.5,2.4,4.1,9.7,0.0012055599555047536
51-4022,"        Forging machine setters, operators, and tenders, metal and plastic",8.8,7.2,-18.9,0.6,0.3,0.5,9.7,-0.019867065968887765
51-4023,"        Rolling machine setters, operators, and tenders, metal and plastic",22.5,20.6,-8.3,1.9,0.8,1.3,9.7,-0.008783619961803546
51-4030,"      Machine tool cutting setters, operators, and tenders, metal and plastic",282.9,247.7,-12.4,22.9,11.3,15.2,10.0,-0.013199624872137439
51-4031,"        Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",174.7,153.6,-12.1,14.4,7.4,9.1,10.1,-0.012789351817414807
51-4032,"        Drilling and boring machine tool setters, operators, and tenders, metal and plastic",5.3,4.3,-19.6,0.4,0.2,0.3,10.1,-0.020692098515910584
51-4033,"        Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",70.1,61.7,-12.0,5.5,2.7,3.6,9.6,-0.012682773388160151
51-4034,"        Lathe and turning machine tool setters, operators, and tenders, metal and plastic",18.9,16.4,-13.6,1.5,0.6,1.2,10.1,-0.014087882546491404
51-4035,"        Milling and planing machine setters, operators, and tenders, metal and plastic",13.8,11.8,-14.4,1.1,0.4,0.9,10.1,-0.015534973904890559
51-4041,      Machinists,299.5,299.6,0.0,29.5,12.3,17.2,9.8,3.33839659882873e-05
51-4050,"      Metal furnace operators, tenders, pourers, and casters",26.7,26.0,-2.8,2.6,1.0,1.6,10.0,-0.002653176826876047
51-4051,        Metal-refining furnace operators and tenders,20.8,20.3,-2.3,2.0,0.8,1.3,10.0,-0.002430252209855266
51-4052,"        Pourers and casters, metal",5.9,5.7,-4.7,0.6,0.2,0.4,10.0,-0.0034426779552413356
51-4060,"      Model makers and patternmakers, metal and plastic",4.8,3.8,-20.3,0.4,0.2,0.3,10.9,-0.02309071822865394
51-4061,"        Model makers, metal and plastic",3.2,2.6,-18.2,0.3,0.1,0.2,10.9,-0.02054985026666456
51-4062,"        Patternmakers, metal and plastic",1.6,1.2,-24.4,0.1,0.1,0.1,10.9,-0.028358342136926562
51-4070,"      Molders and molding machine setters, operators, and tenders, metal and plastic",167.3,158.2,-5.5,16.8,7.1,10.6,10.9,-0.005577244367633738
51-4071,        Foundry mold and coremakers,12.7,9.4,-25.9,0.9,0.5,0.7,10.9,-0.029641055849668363
51-4072,"        Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",154.6,148.8,-3.8,15.9,6.6,9.8,10.9,-0.003816499956310504
51-4081,"      Multiple machine tool setters, operators, and tenders, metal and plastic",131.0,130.3,-0.5,12.8,5.0,7.8,9.8,-0.0005356404004683846
51-4111,      Tool and die makers,55.2,49.3,-10.8,4.7,2.4,2.9,10.2,-0.011240238342594688
51-4120,"      Welding, soldering, and brazing workers",496.2,502.5,1.3,48.8,15.0,33.1,9.6,0.0012624530913973864
51-4121,"        Welders, cutters, solderers, and brazers",457.3,467.2,2.2,45.6,13.9,30.7,9.6,0.002144075334314266
51-4122,"        Welding, soldering, and brazing machine setters, operators, and tenders",38.9,35.4,-9.0,3.2,1.1,2.5,9.6,-0.009383936518554514
51-4190,      Miscellaneous metal workers and plastic workers,78.4,69.5,-11.4,6.4,2.8,4.4,9.8,-0.011977410351119766
51-4191,"        Heat treating equipment setters, operators, and tenders, metal and plastic",14.8,12.9,-12.8,1.2,0.5,0.8,9.8,-0.013646024161102055
51-4192,"        Layout workers, metal and plastic",5.7,5.4,-5.4,0.5,0.2,0.3,9.8,-0.005392132111511128
51-4193,"        Plating machine setters, operators, and tenders, metal and plastic",31.7,27.4,-13.6,2.5,1.1,1.8,9.8,-0.014471631343042302
51-4194,"        Tool grinders, filers, and sharpeners",5.8,5.4,-7.8,0.5,0.2,0.3,9.8,-0.007120425188202217
51-4199,"        Metal workers and plastic workers, all other",20.4,18.5,-9.5,1.7,0.7,1.2,9.8,-0.009728783068820523
51-5100,    Printing workers,212.1,190.4,-10.3,19.3,9.0,12.5,10.7,-0.01073503768313222
51-5111,      Prepress technicians and workers,26.2,22.3,-14.6,2.8,1.3,1.8,13.0,-0.01598808496727311
51-5112,      Printing press operators,150.2,138.0,-8.1,13.7,6.2,8.7,10.4,-0.008435624172841938
51-5113,      Print binding and finishing workers,35.8,30.0,-16.1,2.8,1.5,1.9,10.3,-0.017519763708070513
51-6000,"    Textile, apparel, and furnishings workers",520.7,504.2,-3.2,66.8,37.5,30.9,13.4,-0.0032149255653138864
51-6011,      Laundry and dry-cleaning workers,202.6,213.5,5.4,31.9,17.2,13.6,14.8,0.005254078599210565
51-6021,"      Pressers, textile, garment, and related materials",28.4,24.6,-13.5,2.8,1.8,1.4,11.9,-0.01426159629329593
51-6031,      Sewing machine operators,124.0,110.7,-10.8,13.0,8.1,6.2,12.2,-0.011281652039386358
51-6040,      Shoe and leather workers,13.6,13.1,-3.8,1.3,0.6,0.7,10.1,-0.0037387496595957526
51-6041,        Shoe and leather workers and repairers,9.5,9.1,-3.8,0.9,0.4,0.5,10.1,-0.004292499284261786
51-6042,        Shoe machine operators and tenders,4.1,3.9,-3.7,0.4,0.2,0.2,10.1,-0.004988557666960269
51-6050,"      Tailors, dressmakers, and sewers",44.2,42.1,-4.8,5.6,3.5,2.4,13.5,-0.0048558767639720335
51-6051,"        Sewers, hand",5.4,5.0,-7.0,0.7,0.4,0.3,13.5,-0.007666564931797182
51-6052,"        Tailors, dressmakers, and custom sewers",38.8,37.1,-4.5,5.0,3.0,2.1,13.5,-0.004470306005840419
51-6060,"      Textile machine setters, operators, and tenders",52.5,47.1,-10.2,5.9,2.8,3.6,12.9,-0.010795324557550945
51-6061,        Textile bleaching and dyeing machine operators and tenders,6.2,5.5,-10.1,0.7,0.3,0.4,12.9,-0.011908644058651552
51-6062,"        Textile cutting machine setters, operators, and tenders",9.3,8.2,-11.7,1.0,0.5,0.6,12.9,-0.012509126810087867
51-6063,"        Textile knitting and weaving machine setters, operators, and tenders",15.3,13.6,-11.2,1.7,0.8,1.1,12.9,-0.011709210879118914
51-6064,"        Textile winding, twisting, and drawing out machine setters, operators, and tenders",21.7,19.8,-9.0,2.5,1.2,1.5,12.9,-0.009121179634215104
51-6090,"      Miscellaneous textile, apparel, and furnishings workers",55.4,53.1,-4.0,6.3,3.5,3.0,12.0,-0.004231289313433084
